,company,description,website,region,year-selected,vertical,sub-vertical,entrepreneurs,fund,financing-round,status,year-invested
588,Mesfix,Mesfix connects enterprises with independent investors through a crowdfactoring platform.,https://www.mesfix.com/,Latin America,2018.0,Fintech,Lending,"['{""name"": ""Felipe Tascon"", ""url"": ""https://www.linkedin.com/in/felipe-tascon-ortiz-06169133/""}']",,,,
589,Metamaterial Technologies Inc (MTI),Metamaterial Technologies Inc. (MTI) is an innovator of advanced materials which are engineered at nanoscale to control light and other forms of energy. Its products employ lightweight raw materials and processes that consume less energy and offer superior performance across diverse applications.,http://www.metamaterial.com,Europe,2018.0,Smart City,Hardware,"['{""name"": ""George Palikaras"", ""url"": ""https://www.linkedin.com/in/georgepalikaras/""}']",,,,
590,Mi Aguila,Mi Aguila is an e-commerce and logistics solution focused on driving digital transformation for brick & mortar retailers in Latin America.,https://miaguila.com/,Latin America,2018.0,Smart City,Logistics Tech,"['{""name"": ""Andres Blumer"", ""url"": ""https://www.linkedin.com/in/andresblumer/""}', '{""name"": ""Bruno Ocampo-Gonzalez"", ""url"": ""https://www.linkedin.com/in/brunoocampogonzalez/""}']",,,,
591,Migo,"Migo provides credit underwriting infrastructure to enterprise customers (generally merchants, banks, telcos, and fintechs) that wish to extend loans to their customers.",https://www.migo.ng/,Africa,2020.0,Fintech,Lending,"['{""name"": ""Ekechi Nwokah"", ""url"": ""https://www.linkedin.com/in/ekechi/""}']",,,,
592,Mineski,"Mineski touches every part of the eSports value chain by operating cafes, having multiple globally-successful pro eSports teams, an eSports event production business, a news site as well as a media platform on Youtube and Twitch.",http://www.mineski.net/,Asia,2019.0,Retail & Consumer Tech,Media & Entertainment,"['{""name"": ""Ronald Robins"", ""url"": ""https://www.linkedin.com/in/ronald-robins-294b8ab8/""}']",Fund III,Series A,Status: Active,Invested: 2021
593,Ministry of Food,Ministry of Food is a Lebanon-based restaurant management company offering fast-casual experiences with gourmet tastes from locally sourced foods.,http://www.mof.com.lb/,Middle East,2016.0,Food & Beverage,Food Service,"['{""name"": ""Donald Batal"", ""url"": """"}']",,,,
594,Miroculus,Miroculus is a biotech company that provides hands-off sample-to-answer solutions for molecular testing.,http://www.miroculus.com/,Latin America,2011.0,Healthcare,"Pharmaceuticals, Diagnostics, & Life Sciences","['{""name"": ""Alejandro Tocigl"", ""url"": ""https://www.linkedin.com/in/alejandro-tocigl-7844a239/""}', '{""name"": ""Jorge Soto"", ""url"": ""https://www.linkedin.com/in/smjorge/""}', '{""name"": ""Fay Christodoulou"", ""url"": ""https://www.linkedin.com/in/fchristodoulou/""}']",Fund II,Series B,Status: Active,Invested: 2021
595,Mobinets,"MobiNetS enables mobile phone operators to make better informed business decisions by providing them with a dynamic, end-to-end view of their networks.",http://www.mobinets.com,Middle East,2011.0,Enterprise Software & Services,Business Process Management,"['{""name"": ""Labib Shalak"", ""url"": ""https://www.linkedin.com/in/labib-shalak-113baaa/?originalSubdomain=fr""}']",Fund I,Series B,Status: Active,Invested: 2015
596,ModaCruz,"Modacruz’s user-friendly marketplace for pre-loved fashion items, accessible on web and mobile, provides a seamless experience for Turkish sellers and buyers.",https://www.modacruz.com/,Europe,2017.0,Retail & Consumer Tech,Fashion & Apparel,"['{""name"": ""Melis G\\u00fc\\u00e7ta\\u015f"", ""url"": ""https://www.linkedin.com/in/mguctas/""}']",,,,
597,Moneyfarm,Moneyfarm is an online investment advisor and one of the largest digital wealth management companies in Europe.,https://www.moneyfarm.com/,Europe,2017.0,Fintech,Wealth Management,"['{""name"": ""Giovanni Dapra"", ""url"": ""https://www.linkedin.com/in/daprgio""}', '{""name"": ""Paolo Galvani"", ""url"": ""https://www.linkedin.com/in/paolo-galvani-b09b23/""}']",Fund II,Series B,Status: Active,Invested: 2018
598,MonoJo,MonoJO is a biotech company that is considered a hub for innovations for pharmacists and biotechnologists in Jordan.,http://www.monojo.com.jo/site/,Middle East,2015.0,Healthcare,"Pharmaceuticals, Diagnostics, & Life Sciences","['{""name"": ""Penelope Shihab"", ""url"": ""https://www.linkedin.com/in/penelope-shihab-phd-29b14a20/""}']",,,,
599,MotorK,MotorK is a leading software as a service (“SaaS”) provider for the automotive retail industry in the EMEA region. MotorK empowers car manufacturers and dealers to improve their customer experience through a broad suite of fully integrated digital products and services.,https://www.motork.io/,Europe,2022.0,Enterprise Software & Services,Mobility,"['{""name"": ""Marco Marlia"", ""url"": ""https://it.linkedin.com/in/marcomarlia""}']",,,,
600,MoveEdu,"MoveEdu is an education franchise company, providing free courses, language courses, and educational programs for children.",https://www.moveedu.com.br/,Latin America,2012.0,Education & Talent,Workforce,"['{""name"": ""Rog\\u00e9rio Gabriel"", ""url"": ""https://www.linkedin.com/in/rogerio-gabriel-moveedu/""}']",,,,
601,Movile,"Movile is an app developer that operates in online-to-offline segments, including food ordering and delivery, ticketing, and logistics in US and Latin America. Majority owned by Naspers, the company became a unicorn in 2018.",http://www.movile.com,Latin America,2003.0,Retail & Consumer Tech,Grocery & Delivery,"['{""name"": ""Fabricio Bloisi"", ""url"": ""https://www.linkedin.com/in/fabriciobloisi/""}']",,,,
602,Mumzworld,"Mumzworld is an e-commerce retailer in the region focused exclusively on products for expecting mothers and their babies, infants, and young children. Mumzworld was acquired by the Tamer Group in 2021.",https://www.mumzworld.com,Middle East,2013.0,Retail & Consumer Tech,Fashion & Apparel,"['{""name"": ""Mona Ataya"", ""url"": ""https://www.linkedin.com/in/monaataya/""}']",Fund I,Series A,Status: Active,Invested: 2016
603,Mural,MURAL is the leading digital workspace for visual collaboration in the enterprise.,https://www.mural.co/,Latin America,2008.0,Enterprise Software & Services,Business Process Management,"['{""name"": ""Mariano Suarez Battan"", ""url"": ""https://www.linkedin.com/in/batmelon/""}', '{""name"": ""Patricio Jutard"", ""url"": ""https://www.linkedin.com/in/pjutard/?originalSubdomain=ar""}']",Fund II,Series A,Status: Exit,Invested: 2019
604,Musement,"Musement is an online platform for activities, tours, museums, shows and art events. Launched in 2014, it was acquired in 2018 by TUI Group.",http://www.musement.com/it,Europe,2017.0,Retail & Consumer Tech,Tourism & Hospitality,"['{""name"": ""Alessandro Petazzi"", ""url"": ""https://www.linkedin.com/in/alessandro-petazzi-63913a""}']",,,,
605,My Ceviche,"My Ceviche delivers a tasty, fresh, and affordable range of ceviches, salads, tacos, burritos, and stone crabs to Miami customers.",http://www.myceviche.com/,U.S. & Canada,2013.0,Food & Beverage,Food Service,"['{""name"": ""Roger Duarte"", ""url"": ""https://www.linkedin.com/in/roger-duarte-aa89027/""}']",,,,
606,NIU Foods,Niu Sushi is a chain of restaurants using innovative monitoring systems to control production and delivery processes.,http://www.niusushi.cl/web/sitio/,Latin America,2014.0,Food & Beverage,Food Service,"['{""name"": ""Alan Schoihet"", ""url"": ""https://www.linkedin.com/in/alan-schoihet-arueste-494a8263/?originalSubdomain=cl""}', '{""name"": ""Jack Schoihet"", ""url"": ""https://www.linkedin.com/in/jack-schoihet-91b43734/""}', '{""name"": ""Paul Kisiliuk"", ""url"": ""https://www.linkedin.com/in/paul-kisiliuk/""}', '{""name"": ""Uri Cohen"", ""url"": ""https://www.linkedin.com/in/uri-cohen-zimerman-a9016461/""}']",,,,
607,NOLA Cupcakes,"NOLA Cupcakes began as Egypt’s first local cupcake store and has expanded its offerings to include savory products, personalized cakes and cupcakes, chocolates and beverages.",http://www.nolabakery.com/,Middle East,2014.0,Food & Beverage,Food Service,"['{""name"": ""Adel Sedky"", ""url"": ""https://www.linkedin.com/in/adel-sedky-egypt-0bb986121/""}']",,,,
608,NOWDiagnostics,"NOWDiagnostics is a diagnostics platform that uses a drop of blood or saliva to test for a variety of conditions, illnesses, and diseases with results in a matter of minutes.",https://nowdx.com/,U.S. & Canada,2020.0,Healthcare,"Pharmaceuticals, Diagnostics, & Life Sciences","['{""name"": ""Jeremy Wilson"", ""url"": ""https://www.linkedin.com/in/jeremywwilson/""}', '{""name"": ""Kevin Clark"", ""url"": ""https://www.linkedin.com/in/kevin-clark-b9b2a2104/""}']",,,,
609,Nada Debs,Nada Debs has built an elite design brand manufactured by a network of artisans in Lebanon.,http://www.nadadebs.com,Middle East,2011.0,Retail & Consumer Tech,Household & Office,"['{""name"": ""Nada Debs"", ""url"": ""https://www.linkedin.com/company/nada-debs/""}']",,,,
610,Natura Agro,"Natura Agro capitalizes on Egypt’s microclimates to grow and process fresh, canned, roasted, and ready-to-eat fruits and vegetables that it white labels and exports for clients.",http://www.natura-eg.com/,Middle East,2018.0,Food & Beverage,Food Suppliers & Manufacturing,"['{""name"": ""Amr El Meniawy"", ""url"": ""https://www.linkedin.com/in/amr-elmeniawy-11745517/""}']",,,,
611,Nearpod,"Nearpod offers an interactive, instructional platform that merges formative assessment and dynamic media for live and self-paced learning experiences. Nearpod was acquired by Renaissance Learning in February 2021.",https://nearpod.com,U.S. & Canada,2018.0,Education & Talent,K-12,"['{""name"": ""Felipe Sommer"", ""url"": ""https://www.linkedin.com/in/felipesommer/""}', '{""name"": ""Guido Kovalskys"", ""url"": ""https://www.linkedin.com/in/gkovalskys/""}', '{""name"": ""Emiliano Abramzon"", ""url"": ""https://www.linkedin.com/in/emiliano-abramzon-338176/""}']",,,,
612,Nelogica,Nelogica is an equity trading technology company in Brazil.,https://www.nelogica.com.br/,Latin America,2018.0,Fintech,Wealth Management,"['{""name"": ""Fabiano Schommer Kerber"", ""url"": ""https://www.linkedin.com/in/fabiano-schommer-kerber-2a872b177/""}', '{""name"": ""Marcos Boschetti"", ""url"": ""https://www.linkedin.com/in/marcosboschetti""}']",Fund III,Series A,Status: Active,Invested: 2020
613,NeoAssist,"Neoassist offers a customer service SaaS platform that unifies all channels: smart service (bot), chat, phone, email, workflow, Facebook and manual registration, evaluation (trustvox), mobile, Instagram and video chat.",http://www.neoassist.com/,Latin America,,Enterprise Software & Services,Cloud Communications,"['{""name"": ""Roy Nasser"", ""url"": ""https://www.linkedin.com/in/roynasser/?originalSubdomain=br""}', '{""name"": ""Albert Alexander Deweik"", ""url"": ""https://www.linkedin.com/in/adeweik""}']",,,,
614,Neon,"Neon is a mobile-first digital challenger bank focused exclusively on the Brazilian market. Neon offers banking services, savings products (personal financial management tools), and credit cards & loans to individuals and small businesses.",https://neon.com.br/,Latin America,2020.0,Fintech,Banking,"['{""name"": ""Pedro Conrade"", ""url"": ""https://www.linkedin.com/in/pedroconrade""}']",Fund III,Series C,Status: Active,Invested: 2020
615,Neptuno Pumps,"Neptuno Pumps is a global manufacturer of industrial pumps that developed the first circular economy model in the industry, reusing and recycling end-of-life parts to produce new pumps and spare parts.",http://www.neptunopumps.com,Latin America,2015.0,Smart City,Water & Waste Management,"['{""name"": ""Petar Ostojic"", ""url"": ""https://www.linkedin.com/in/petarostojic/""}']",,,,
616,Nestrom,Nestrom is an Integrated Field Service Management Platform.,http://www.nestrom.com/,Middle East,2016.0,Enterprise Software & Services,Human Resource Management,"['{""name"": ""Yousef Wadi"", ""url"": ""https://www.linkedin.com/in/yousefwadi/?originalSubdomain=ae""}']",,,,
617,NextPay,"NextPay is the leading non-bank merchant acquirer in Vietnam, providing payment, financial and management services to merchants and SMEs.",https://www.nextpay.global https://nextpay.vn/,Asia,2020.0,Fintech,Payments,"['{""name"": ""Tuat \\""Max\\"" Nguyen"", ""url"": ""https://www.linkedin.com/in/max-nguyen-07502552/""}']",,,,
618,Nexu,Nexu is disrupting the status quo by offering the most flexible auto finance products via a POS platform at car dealerships in the Mexican market.,https://www.nexu.mx/,Latin America,2021.0,Fintech,Lending,"['{""name"": ""Fernando G\\u00f3mez"", ""url"": ""https://www.linkedin.com/in/fernando-g%C3%B3mez-arriola-9a427024/""}', '{""name"": ""Abdon Nacif"", ""url"": ""https://www.linkedin.com/in/abdonnacif/""}']",,,,
619,Nice One,Nice One is the first and largest e-commerce platform for cosmetics in Saudi Arabia.,https://niceonesa.com,Middle East,2019.0,Retail & Consumer Tech,Wellness & Beauty,"['{""name"": ""Omar Al Olayan"", ""url"": ""https://www.linkedin.com/in/omar-alolayan-627519136/""}', '{""name"": ""Abdulrahman Alolayan"", ""url"": ""https://www.linkedin.com/in/alolyanme/""}']",,,,
620,Nimblr.ai,Nimblr.ai is an artificial intelligence-powered assistant that manages healthcare appointments.,https://nimblr.ai/,Latin America,2012.0,Healthcare,Enterprise Medical Software and Services,"['{""name"": ""Silvanna Valencia"", ""url"": """"}', '{""name"": ""Andr\\u00e9s Rodr\\u00edguez"", ""url"": ""https://www.linkedin.com/in/acrodrig/""}', '{""name"": ""Juan Vera"", ""url"": ""https://www.linkedin.com/in/juan-vera-a5145939/""}']",,,,
621,Noon Academy,Noon Academy is a social platform that connects students with quality tutors on-demand and creates engaging online classrooms to supplement the regular curricula.,https://www.non.sa/#/landing,Middle East,2019.0,Education & Talent,K-12,"['{""name"": ""Mohammed Aldhalaan"", ""url"": ""https://www.linkedin.com/in/mohammed-aldhalaan/""}', '{""name"": ""Abdulaziz Alsaeed"", ""url"": ""https://www.linkedin.com/in/azizalsaeed/""}']",,,,
622,NotCo,NotCo creates plant-based versions of animal products.,http://www.notco.com/,Latin America,2019.0,Food & Beverage,CPG & Consumer Products,"['{""name"": ""Karim Pichara"", ""url"": ""https://www.linkedin.com/in/karim-pichara-baksai-89903432/""}', '{""name"": ""Matias Muchnick"", ""url"": ""https://www.linkedin.com/in/mmuchnick/""}']",Fund III,Series C,Status: Active,Invested: 2020
623,Nova Credit,Nova Credit enables immigrants who move to the US to transport their credit history from their home country.,https://www.novacredit.com,Europe,2019.0,Fintech,Lending,"['{""name"": ""Nicky Goulimis"", ""url"": ""https://www.linkedin.com/in/nickygoulimis/""}', '{""name"": ""Misha Esipov"", ""url"": ""https://www.linkedin.com/in/mishaesipov/""}']",Fund III,Series B,Status: Active,Invested: 2020
